reclat,reclon
42.92589, -78.88404,
42.92589, -78.88407,
42.92588, -78.88409,
42.92588, -78.88412,
42.92589, -78.88416,
42.92592, -78.88419,
42.92594, -78.88420,
42.92596, -78.88423,
42.92597, -78.88427,
42.92597, -78.88431,
42.92597, -78.88434,
42.92597, -78.88437,
42.92597, -78.88440,
42.92597, -78.88444,
42.92596, -78.88447,
42.92596, -78.88449,
42.92596, -78.88453,
42.92596, -78.88456,
42.92596, -78.88459,
42.92596, -78.88463,
42.92595, -78.88465,
42.92594, -78.88468,
42.92591, -78.88470,
42.92588, -78.88470,
42.92585, -78.88470,
42.92582, -78.88470,
42.92579, -78.88470,
42.92576, -78.88470,
42.92574, -78.88469,
42.92571, -78.88469,
42.92569, -78.88467,
42.92567, -78.88467,
42.92564, -78.88466,
42.92561, -78.88466,
42.92559, -78.88467,
42.92557, -78.88467,
42.92554, -78.88468,
42.92551, -78.88469,
42.92549, -78.88469,
42.92547, -78.88469,
42.92544, -78.88470,
42.92542, -78.88470,
42.92539, -78.88471,
42.92537, -78.88472,
42.92534, -78.88472,
42.92532, -78.88471,
42.92530, -78.88471,
42.92528, -78.88471,
42.92525, -78.88470,
42.92523, -78.88471,
42.92520, -78.88471,
42.92518, -78.88472,
42.92515, -78.88472,
42.92513, -78.88473,
42.92510, -78.88474,
42.92507, -78.88475,
42.92505, -78.88475,
42.92503, -78.88475,
42.92501, -78.88474,
42.92499, -78.88474,
42.92496, -78.88474,
42.92494, -78.88475,
42.92492, -78.88475,
42.92490, -78.88475,
42.92487, -78.88476,
42.92485, -78.88476,
42.92483, -78.88476,
42.92481, -78.88477,
42.92478, -78.88477,
42.92476, -78.88478,
42.92473, -78.88478,
42.92470, -78.88479,
42.92468, -78.88479,
42.92465, -78.88480,
42.92463, -78.88480,
42.92460, -78.88481,
42.92458, -78.88480,
42.92456, -78.88480,
42.92453, -78.88480,
42.92451, -78.88480,
42.92448, -78.88482,
42.92446, -78.88483,
42.92443, -78.88483,
42.92441, -78.88483,
42.92438, -78.88483,
42.92436, -78.88483,
42.92434, -78.88484,
42.92431, -78.88484,
42.92429, -78.88485,
42.92427, -78.88486,
42.92424, -78.88486,
42.92422, -78.88487,
42.92420, -78.88488,
42.92417, -78.88488,
42.92414, -78.88489,
42.92412, -78.88489,
42.92410, -78.88489,
42.92407, -78.88488,
42.92405, -78.88489,
42.92403, -78.88489,
42.92401, -78.88490,
42.92399, -78.88490,
42.92397, -78.88490,
42.92395, -78.88490,
42.92392, -78.88490,
42.92390, -78.88490,
42.92387, -78.88491,
42.92384, -78.88491,
42.92381, -78.88493,
42.92378, -78.88493,
42.92375, -78.88494,
42.92373, -78.88494,
42.92370, -78.88495,
42.92367, -78.88496,
42.92365, -78.88497,
42.92363, -78.88497,
42.92360, -78.88498,
42.92358, -78.88498,
42.92356, -78.88497,
42.92354, -78.88497,
42.92351, -78.88497,
42.92349, -78.88498,
42.92347, -78.88498,
42.92344, -78.88497,
42.92343, -78.88497,
42.92340, -78.88497,
42.92338, -78.88498,
42.92335, -78.88498,
42.92333, -78.88498,
42.92331, -78.88498,
42.92329, -78.88498,
42.92326, -78.88498,
42.92324, -78.88499,
42.92321, -78.88499,
42.92319, -78.88499,
42.92316, -78.88500,
42.92313, -78.88500,
42.92310, -78.88501,
42.92308, -78.88502,
42.92306, -78.88502,
42.92304, -78.88503,
42.92301, -78.88504,
42.92298, -78.88504,
42.92296, -78.88504,
42.92294, -78.88504,
42.92292, -78.88504,
42.92289, -78.88504,
42.92288, -78.88504,
42.92285, -78.88504,
42.92283, -78.88505,
42.92281, -78.88506,
42.92278, -78.88506,
42.92276, -78.88507,
42.92274, -78.88507,
42.92271, -78.88508,
42.92269, -78.88508,
42.92267, -78.88506,
42.92265, -78.88506,
42.92263, -78.88507,
42.92260, -78.88508,
42.92258, -78.88508,
42.92255, -78.88509,
42.92252, -78.88509,
42.92250, -78.88509,
42.92248, -78.88510,
42.92245, -78.88511,
42.92243, -78.88512,
42.92240, -78.88511,
42.92238, -78.88510,
42.92237, -78.88511,
42.92235, -78.88511,
42.92233, -78.88511,
42.92230, -78.88512,
42.92227, -78.88512,
42.92225, -78.88512,
42.92222, -78.88513,
42.92220, -78.88514,
42.92217, -78.88514,
42.92215, -78.88514,
42.92213, -78.88514,
42.92211, -78.88514,
42.92208, -78.88515,
42.92205, -78.88517,
42.92203, -78.88517,
42.92200, -78.88516,
42.92198, -78.88516,
42.92195, -78.88516,
42.92193, -78.88517,
42.92191, -78.88518,
42.92188, -78.88518,
42.92186, -78.88519,
42.92183, -78.88520,
42.92181, -78.88521,
42.92178, -78.88521,
42.92175, -78.88521,
42.92172, -78.88522,
42.92170, -78.88522,
42.92167, -78.88523,
42.92165, -78.88523,
42.92163, -78.88523,
42.92160, -78.88524,
42.92157, -78.88524,
42.92155, -78.88525,
42.92153, -78.88525,
42.92150, -78.88525,
42.92148, -78.88526,
42.92146, -78.88526,
42.92144, -78.88526,
42.92141, -78.88526,
42.92138, -78.88527,
42.92135, -78.88527,
42.92132, -78.88527,
42.92130, -78.88527,
42.92127, -78.88528,
42.92124, -78.88527,
42.92123, -78.88527,
42.92120, -78.88525,
42.92118, -78.88522,
42.92118, -78.88519,
42.92117, -78.88516,
42.92117, -78.88512,
42.92117, -78.88509,
42.92117, -78.88505,
42.92117, -78.88501,
42.92117, -78.88497,
42.92117, -78.88493,
42.92116, -78.88491,
42.92116, -78.88486,
42.92115, -78.88483,
42.92114, -78.88480,
42.92112, -78.88476,
42.92112, -78.88472,
42.92114, -78.88469,
42.92114, -78.88466,
42.92114, -78.88462,
42.92114, -78.88459,
42.92115, -78.88456,
42.92115, -78.88453,
42.92116, -78.88450,
42.92116, -78.88447,
42.92117, -78.88445,
42.92117, -78.88441,
42.92117, -78.88440,
42.92115, -78.88437,
42.92115, -78.88434,
42.92115, -78.88430,
42.92117, -78.88426,
42.92119, -78.88423,
42.92119, -78.88420,
42.92119, -78.88416,
42.92119, -78.88414,
42.92120, -78.88411,
42.92122, -78.88409,
42.92122, -78.88406,
42.92121, -78.88403,
42.92121, -78.88401,
42.92121, -78.88398,
42.92120, -78.88395,
42.92118, -78.88392,
42.92118, -78.88389,
42.92117, -78.88385,
42.92116, -78.88382,
42.92115, -78.88379,
42.92115, -78.88375,
42.92116, -78.88371,
42.92116, -78.88369,
42.92116, -78.88365,
42.92117, -78.88361,
42.92117, -78.88358,
42.92117, -78.88355,
42.92117, -78.88351,
42.92117, -78.88347,
42.92117, -78.88343,
42.92118, -78.88340,
42.92119, -78.88336,
42.92119, -78.88333,
42.92119, -78.88329,
42.92119, -78.88326,
42.92119, -78.88324,
42.92119, -78.88320,
42.92119, -78.88316,
42.92120, -78.88313,
42.92121, -78.88310,
42.92120, -78.88307,
42.92120, -78.88304,
42.92121, -78.88301,
42.92121, -78.88298,
42.92121, -78.88294,
42.92121, -78.88291,
42.92121, -78.88288,
42.92121, -78.88284,
42.92121, -78.88281,
42.92121, -78.88278,
42.92121, -78.88275,
42.92121, -78.88272,
42.92121, -78.88268,
42.92121, -78.88264,
42.92121, -78.88260,
42.92120, -78.88257,
42.92119, -78.88254,
42.92119, -78.88250,
42.92118, -78.88247,
42.92118, -78.88243,
42.92118, -78.88240,
42.92118, -78.88236,
42.92118, -78.88233,
42.92118, -78.88229,
42.92118, -78.88226,
42.92118, -78.88223,
42.92118, -78.88220,
42.92117, -78.88218,
42.92116, -78.88215,
42.92115, -78.88213,
42.92115, -78.88209,
42.92115, -78.88205,
42.92116, -78.88201,
42.92117, -78.88196,
42.92118, -78.88192,
42.92118, -78.88189,
42.92119, -78.88185,
42.92119, -78.88181,
42.92119, -78.88177,
42.92120, -78.88174,
42.92119, -78.88171,
42.92116, -78.88170,
42.92113, -78.88170,
42.92110, -78.88172,
42.92108, -78.88173,
42.92105, -78.88173,
42.92102, -78.88173,
42.92100, -78.88172,
42.92099, -78.88169,
42.92098, -78.88165,
42.92097, -78.88161,
42.92098, -78.88156,
42.92098, -78.88153,
42.92098, -78.88149,
42.92098, -78.88146,
42.92098, -78.88143,
42.92096, -78.88141,
42.92094, -78.88139,
42.92091, -78.88137,
42.92089, -78.88135,
42.92087, -78.88133,
42.92085, -78.88131,
42.92083, -78.88129,
42.92080, -78.88126,
42.92078, -78.88123,
42.92077, -78.88121,
42.92075, -78.88118,
42.92074, -78.88116,
42.92072, -78.88114,
42.92070, -78.88111,
42.92068, -78.88109,
42.92066, -78.88106,
42.92065, -78.88105,
42.92063, -78.88102,
42.92062, -78.88099,
42.92061, -78.88096,
42.92059, -78.88093,
42.92057, -78.88090,
42.92056, -78.88088,
42.92054, -78.88086,
42.92052, -78.88084,
42.92049, -78.88083,
42.92048, -78.88080,
42.92046, -78.88078,
42.92045, -78.88075,
42.92043, -78.88072,
42.92041, -78.88070,
42.92040, -78.88067,
42.92038, -78.88064,
42.92037, -78.88061,
42.92038, -78.88058,
42.92038, -78.88055,
42.92038, -78.88052,
42.92038, -78.88049,
42.92039, -78.88045,
42.92039, -78.88042,
42.92040, -78.88039,
42.92039, -78.88036,
42.92039, -78.88032,
42.92039, -78.88029,
42.92039, -78.88025,
42.92039, -78.88021,
42.92040, -78.88017,
42.92040, -78.88014,
42.92040, -78.88011,
42.92040, -78.88008,
42.92040, -78.88004,
42.92039, -78.88001,
42.92039, -78.87997,
42.92038, -78.87994,
42.92038, -78.87990,
42.92038, -78.87987,
42.92038, -78.87984,
42.92038, -78.87980,
42.92038, -78.87977,
42.92038, -78.87974,
42.92038, -78.87971,
42.92037, -78.87967,
42.92037, -78.87964,
42.92038, -78.87960,
42.92038, -78.87957,
42.92038, -78.87954,
42.92038, -78.87951,
42.92038, -78.87948,
42.92039, -78.87944,
42.92039, -78.87940,
42.92038, -78.87936,
42.92036, -78.87932,
42.92037, -78.87929,
42.92039, -78.87926,
42.92039, -78.87922,
42.92038, -78.87918,
42.92038, -78.87914,
42.92038, -78.87911,
42.92039, -78.87907,
42.92039, -78.87904,
42.92039, -78.87900,
42.92040, -78.87897,
42.92041, -78.87893,
42.92041, -78.87890,
42.92041, -78.87886,
42.92042, -78.87883,
42.92042, -78.87879,
42.92041, -78.87875,
42.92041, -78.87872,
42.92041, -78.87868,
42.92041, -78.87864,
42.92041, -78.87859,
42.92041, -78.87855,
42.92040, -78.87851,
42.92040, -78.87848,
42.92040, -78.87844,
42.92040, -78.87841,
42.92040, -78.87837,
42.92040, -78.87833,
42.92041, -78.87830,
42.92041, -78.87827,
42.92041, -78.87824,
42.92042, -78.87820,
42.92042, -78.87817,
42.92042, -78.87813,
42.92041, -78.87809,
42.92041, -78.87806,
42.92041, -78.87803,
42.92041, -78.87799,
42.92042, -78.87796,
42.92042, -78.87792,
42.92043, -78.87789,
42.92043, -78.87785,
42.92042, -78.87783,
42.92042, -78.87779,
42.92041, -78.87776,
42.92041, -78.87773,
42.92041, -78.87769,
42.92042, -78.87766,
42.92042, -78.87762,
42.92042, -78.87759,
42.92042, -78.87755,
42.92043, -78.87752,
42.92043, -78.87749,
42.92043, -78.87746,
42.92043, -78.87743,
42.92043, -78.87740,
42.92043, -78.87737,
42.92044, -78.87733,
42.92044, -78.87729,
42.92044, -78.87725,
42.92044, -78.87722,
42.92044, -78.87719,
42.92044, -78.87716,
42.92043, -78.87714,
42.92039, -78.87713,
42.92036, -78.87713,
42.92033, -78.87714,
42.92030, -78.87714,
42.92027, -78.87715,
42.92024, -78.87715,
42.92021, -78.87714,
42.92018, -78.87714,
42.92015, -78.87714,
42.92013, -78.87714,
42.92010, -78.87714,
42.92007, -78.87714,
42.92005, -78.87714,
42.92002, -78.87714,
42.92000, -78.87713,
42.91997, -78.87713,
42.91995, -78.87713,
42.91992, -78.87714,
42.91990, -78.87714,
42.91987, -78.87714,
42.91984, -78.87714,
42.91982, -78.87714,
42.91980, -78.87714,
42.91977, -78.87715,
42.91975, -78.87715,
42.91972, -78.87715,
42.91969, -78.87716,
42.91966, -78.87716,
42.91964, -78.87716,
42.91962, -78.87716,
42.91960, -78.87715,
42.91957, -78.87715,
42.91955, -78.87715,
42.91952, -78.87715,
42.91949, -78.87714,
42.91946, -78.87713,
42.91944, -78.87713,
42.91941, -78.87714,
42.91937, -78.87715,
42.91934, -78.87716,
42.91931, -78.87717,
42.91929, -78.87718,
42.91927, -78.87718,
42.91925, -78.87718,
42.91923, -78.87719,
42.91920, -78.87719,
42.91918, -78.87719,
42.91915, -78.87720,
42.91913, -78.87720,
42.91910, -78.87720,
42.91908, -78.87720,
42.91906, -78.87720,
42.91903, -78.87719,
42.91901, -78.87719,
42.91898, -78.87719,
42.91896, -78.87718,
42.91893, -78.87718,
42.91891, -78.87718,
42.91889, -78.87717,
42.91887, -78.87718,
42.91885, -78.87718,
42.91883, -78.87718,
42.91881, -78.87719,
42.91879, -78.87718,
42.91876, -78.87718,
42.91873, -78.87717,
42.91870, -78.87717,
42.91867, -78.87718,
42.91865, -78.87718,
42.91862, -78.87718,
42.91859, -78.87718,
42.91856, -78.87717,
42.91853, -78.87716,
42.91851, -78.87715,
42.91848, -78.87714,
42.91845, -78.87714,
42.91842, -78.87715,
42.91839, -78.87715,
42.91836, -78.87716,
42.91833, -78.87715,
42.91830, -78.87715,
42.91828, -78.87716,
42.91825, -78.87717,
42.91821, -78.87718,
42.91819, -78.87718,
42.91816, -78.87718,
42.91813, -78.87718,
42.91810, -78.87719,
42.91808, -78.87719,
42.91805, -78.87719,
42.91803, -78.87719,
42.91801, -78.87720,
42.91798, -78.87721,
42.91796, -78.87722,
42.91793, -78.87720,
42.91792, -78.87717,
42.91792, -78.87713,
42.91791, -78.87709,
42.91790, -78.87705,
42.91787, -78.87702,
42.91785, -78.87699,
42.91783, -78.87697,
42.91781, -78.87696,
42.91779, -78.87695,
42.91777, -78.87694,
42.91774, -78.87693,
42.91772, -78.87692,
42.91769, -78.87693,
42.91767, -78.87694,
42.91765, -78.87694,
42.91762, -78.87694,
42.91760, -78.87693,
42.91758, -78.87692,
42.91757, -78.87689,
42.91756, -78.87686,
42.91756, -78.87683,
42.91757, -78.87680,
42.91758, -78.87677,
42.91758, -78.87674,
42.91758, -78.87670,
42.91758, -78.87667,
42.91758, -78.87664,
42.91759, -78.87660,
42.91759, -78.87657,
42.91759, -78.87654,
42.91760, -78.87651,
42.91760, -78.87647,
42.91759, -78.87644,
42.91759, -78.87641,
42.91759, -78.87637,
42.91759, -78.87634,
42.91759, -78.87631,
42.91759, -78.87628,
42.91759, -78.87625,
42.91759, -78.87622,
42.91759, -78.87619,
42.91758, -78.87616,
42.91758, -78.87612,
42.91758, -78.87609,
42.91757, -78.87605,
42.91757, -78.87602,
42.91758, -78.87599,
42.91758, -78.87595,
42.91758, -78.87592,
42.91758, -78.87589,
42.91758, -78.87586,
42.91758, -78.87583,
42.91759, -78.87580,
42.91758, -78.87577,
42.91758, -78.87574,
42.91758, -78.87571,
42.91758, -78.87567,
42.91758, -78.87564,
42.91758, -78.87561,
42.91758, -78.87558,
42.91758, -78.87554,
42.91758, -78.87551,
42.91757, -78.87547,
42.91757, -78.87545,
42.91757, -78.87541,
42.91758, -78.87538,
42.91758, -78.87534,
42.91758, -78.87531,
42.91759, -78.87528,
42.91758, -78.87525,
42.91758, -78.87521,
42.91759, -78.87518,
42.91759, -78.87514,
42.91759, -78.87510,
42.91758, -78.87506,
42.91757, -78.87503,
42.91756, -78.87500,
42.91756, -78.87496,
42.91756, -78.87492,
42.91756, -78.87489,
42.91756, -78.87485,
42.91756, -78.87482,
42.91756, -78.87479,
42.91756, -78.87475,
42.91756, -78.87471,
42.91756, -78.87467,
42.91756, -78.87463,
42.91756, -78.87459,
42.91756, -78.87455,
42.91757, -78.87452,
42.91757, -78.87448,
42.91757, -78.87444,
42.91758, -78.87440,
42.91757, -78.87436,
42.91757, -78.87432,
42.91757, -78.87428,
42.91757, -78.87424,
42.91757, -78.87421,
42.91757, -78.87417,
42.91757, -78.87413,
42.91757, -78.87409,
42.91757, -78.87406,
42.91757, -78.87402,
42.91757, -78.87399,
42.91757, -78.87395,
42.91757, -78.87392,
42.91758, -78.87388,
42.91758, -78.87384,
42.91757, -78.87380,
42.91757, -78.87377,
42.91757, -78.87374,
42.91756, -78.87371,
42.91756, -78.87368,
42.91757, -78.87365,
42.91757, -78.87361,
42.91757, -78.87358,
42.91757, -78.87355,
42.91757, -78.87351,
42.91757, -78.87348,
42.91757, -78.87345,
42.91756, -78.87341,
42.91756, -78.87338,
42.91756, -78.87334,
42.91756, -78.87331,
42.91756, -78.87328,
42.91756, -78.87325,
42.91756, -78.87321,
42.91756, -78.87318,
42.91756, -78.87314,
42.91756, -78.87310,
42.91756, -78.87307,
42.91756, -78.87303,
42.91755, -78.87299,
42.91755, -78.87295,
42.91755, -78.87291,
42.91755, -78.87287,
42.91755, -78.87284,
42.91755, -78.87280,
42.91755, -78.87276,
42.91756, -78.87272,
42.91755, -78.87269,
42.91755, -78.87265,
42.91755, -78.87261,
42.91754, -78.87258,
42.91753, -78.87256,
42.91751, -78.87253,
42.91751, -78.87250,
42.91752, -78.87246,
42.91752, -78.87242,
42.91752, -78.87238,
42.91752, -78.87235,
42.91752, -78.87231,
42.91752, -78.87228,
42.91752, -78.87225,
42.91753, -78.87221,
42.91753, -78.87217,
42.91752, -78.87214,
42.91753, -78.87211,
42.91754, -78.87208,
42.91755, -78.87205,
42.91755, -78.87201,
42.91755, -78.87198,
42.91755, -78.87194,
42.91754, -78.87191,
42.91755, -78.87187,
42.91755, -78.87183,
42.91755, -78.87179,
42.91755, -78.87176,
42.91754, -78.87173,
42.91754, -78.87169,
42.91754, -78.87165,
42.91754, -78.87161,
42.91753, -78.87157,
42.91753, -78.87153,
42.91753, -78.87150,
42.91753, -78.87147,
42.91754, -78.87143,
42.91754, -78.87139,
42.91754, -78.87136,
42.91754, -78.87133,
42.91755, -78.87130,
42.91755, -78.87127,
42.91755, -78.87124,
42.91755, -78.87121,
42.91755, -78.87118,
42.91755, -78.87114,
42.91755, -78.87110,
42.91755, -78.87107,
42.91756, -78.87104,
42.91756, -78.87101,
42.91756, -78.87097,
42.91756, -78.87093,
42.91755, -78.87090,
42.91754, -78.87085,
42.91754, -78.87082,
42.91754, -78.87078,
42.91754, -78.87075,
42.91754, -78.87071,
42.91753, -78.87068,
42.91751, -78.87065,
42.91750, -78.87062,
42.91749, -78.87058,
42.91749, -78.87055,
42.91749, -78.87051,
42.91749, -78.87047,
42.91748, -78.87044,
42.91748, -78.87040,
42.91747, -78.87036,
42.91747, -78.87033,
42.91746, -78.87030,
42.91746, -78.87027,
42.91746, -78.87024,
42.91745, -78.87021,
42.91745, -78.87018,
42.91744, -78.87015,
42.91743, -78.87012,
42.91742, -78.87010,
42.91743, -78.87007,
42.91742, -78.87004,
42.91742, -78.87001,
42.91741, -78.86997,
42.91742, -78.86993,
42.91742, -78.86989,
42.91741, -78.86986,
42.91740, -78.86983,
42.91738, -78.86979,
42.91738, -78.86976,
42.91738, -78.86973,
42.91737, -78.86970,
42.91738, -78.86967,
42.91737, -78.86964,
42.91736, -78.86961,
42.91735, -78.86958,
42.91735, -78.86955,
42.91736, -78.86952,
42.91736, -78.86949,
42.91735, -78.86945,
42.91735, -78.86942,
42.91734, -78.86938,
42.91734, -78.86935,
42.91733, -78.86932,
42.91733, -78.86929,
42.91732, -78.86925,
42.91731, -78.86922,
42.91731, -78.86919,
42.91730, -78.86915,
42.91729, -78.86912,
42.91729, -78.86909,
42.91728, -78.86905,
42.91728, -78.86901,
42.91727, -78.86898,
42.91727, -78.86895,
42.91727, -78.86891,
42.91726, -78.86887,
42.91726, -78.86884,
42.91726, -78.86881,
42.91728, -78.86878,
42.91731, -78.86877,
42.91734, -78.86876,
42.91736, -78.86875,
42.91739, -78.86875,
42.91741, -78.86874,
42.91744, -78.86874,
42.91746, -78.86873,
42.91749, -78.86872,
42.91752, -78.86871,
42.91754, -78.86870,
42.91756, -78.86870,
42.91758, -78.86870,
42.91759, -78.86870,
42.91762, -78.86870,
42.91765, -78.86870,
42.91768, -78.86870,
42.91770, -78.86869,
42.91772, -78.86868,
42.91774, -78.86868,
42.91777, -78.86868,
42.91780, -78.86867,
42.91782, -78.86866,
42.91785, -78.86866,
42.91788, -78.86866,
42.91791, -78.86865,
42.91793, -78.86865,
42.91795, -78.86865,
42.91798, -78.86864,
42.91801, -78.86862,
42.91803, -78.86861,
42.91806, -78.86861,
42.91809, -78.86861,
42.91811, -78.86860,
42.91814, -78.86858,
42.91816, -78.86857,
42.91819, -78.86856,
42.91821, -78.86855,
42.91823, -78.86854,
42.91825, -78.86854,
42.91827, -78.86853,
42.91830, -78.86852,
42.91832, -78.86852,
42.91834, -78.86851,
42.91837, -78.86850,
42.91839, -78.86849,
42.91840, -78.86849,
42.91842, -78.86849,
42.91845, -78.86848,
42.91849, -78.86846,
42.91851, -78.86845,
42.91854, -78.86844,
42.91856, -78.86843,
42.91859, -78.86843,
42.91862, -78.86842,
42.91864, -78.86842,
42.91867, -78.86842,
42.91869, -78.86841,
42.91871, -78.86841,
42.91873, -78.86841,
42.91875, -78.86840,
42.91877, -78.86840,
42.91880, -78.86839,
42.91882, -78.86839,
42.91885, -78.86838,
42.91888, -78.86837,
42.91891, -78.86836,
42.91894, -78.86835,
42.91896, -78.86835,
42.91898, -78.86833,
42.91900, -78.86833,
42.91903, -78.86834,
42.91905, -78.86834,
42.91907, -78.86834,
42.91909, -78.86834,
42.91912, -78.86833,
42.91915, -78.86833,
42.91917, -78.86832,
42.91919, -78.86832,
42.91921, -78.86831,
42.91924, -78.86830,
42.91927, -78.86829,
42.91929, -78.86828,
42.91932, -78.86827,
42.91934, -78.86825,
42.91937, -78.86825,
42.91939, -78.86825,
42.91943, -78.86825,
42.91946, -78.86823,
42.91948, -78.86822,
42.91951, -78.86820,
42.91953, -78.86819,
42.91955, -78.86819,
42.91958, -78.86819,
42.91959, -78.86818,
42.91961, -78.86817,
42.91963, -78.86817,
42.91966, -78.86816,
42.91969, -78.86815,
42.91972, -78.86814,
42.91974, -78.86813,
42.91977, -78.86813,
42.91979, -78.86812,
42.91982, -78.86811,
42.91984, -78.86811,
42.91987, -78.86810,
42.91989, -78.86809,
42.91992, -78.86808,
42.91994, -78.86809,
42.91997, -78.86810,
42.91999, -78.86811,
42.92001, -78.86813,
42.92004, -78.86814,
42.92006, -78.86815,
42.92009, -78.86817,
42.92012, -78.86818,
42.92014, -78.86820,
42.92016, -78.86823,
42.92018, -78.86826,
42.92020, -78.86827,
42.92022, -78.86830,
42.92024, -78.86833,
42.92026, -78.86834,
42.92028, -78.86836,
42.92030, -78.86838,
42.92032, -78.86839,
42.92034, -78.86841,
42.92037, -78.86843,
42.92039, -78.86844,
42.92041, -78.86845,
42.92044, -78.86846,
42.92046, -78.86847,
42.92048, -78.86846,
42.92050, -78.86844,
42.92053, -78.86842,
42.92055, -78.86842,
42.92057, -78.86843,
42.92060, -78.86843,
42.92062, -78.86843,
42.92065, -78.86843,
42.92067, -78.86842,
42.92070, -78.86842,
42.92072, -78.86842,
42.92074, -78.86844,
42.92076, -78.86847,
42.92078, -78.86849,
42.92080, -78.86852,
42.92082, -78.86854,
42.92083, -78.86856,
42.92085, -78.86857,
42.92087, -78.86859,
42.92089, -78.86862,
42.92090, -78.86865,
42.92091, -78.86867,
42.92092, -78.86869,
42.92095, -78.86871,
42.92097, -78.86871,
42.92099, -78.86872,
42.92101, -78.86875,
42.92104, -78.86877,
42.92106, -78.86879,
42.92108, -78.86881,
42.92110, -78.86884,
42.92112, -78.86885,
42.92114, -78.86887,
42.92117, -78.86890,
42.92118, -78.86892,
42.92119, -78.86894,
42.92120, -78.86897,
42.92122, -78.86899,
42.92124, -78.86902,
42.92125, -78.86905,
42.92127, -78.86907,
42.92128, -78.86909,
42.92130, -78.86911,
42.92133, -78.86913,
42.92136, -78.86915,
42.92138, -78.86917,
42.92141, -78.86919,
42.92143, -78.86921,
42.92145, -78.86924,
42.92146, -78.86927,
42.92148, -78.86929,
42.92151, -78.86931,
42.92152, -78.86933,
42.92154, -78.86936,
42.92155, -78.86939,
42.92157, -78.86941,
42.92158, -78.86943,
42.92160, -78.86946,
42.92162, -78.86949,
42.92162, -78.86951,
42.92164, -78.86953,
42.92166, -78.86955,
42.92168, -78.86957,
42.92171, -78.86959,
42.92173, -78.86961,
42.92176, -78.86963,
42.92178, -78.86965,
42.92180, -78.86967,
42.92183, -78.86968,
42.92185, -78.86970,
42.92187, -78.86972,
42.92189, -78.86974,
42.92190, -78.86976,
42.92191, -78.86979,
42.92193, -78.86981,
42.92195, -78.86983,
42.92197, -78.86984,
42.92199, -78.86987,
42.92200, -78.86990,
42.92201, -78.86992,
42.92202, -78.86995,
42.92203, -78.86998,
42.92204, -78.87001,
42.92206, -78.87002,
42.92209, -78.87004,
42.92211, -78.87006,
42.92213, -78.87007,
42.92215, -78.87009,
42.92216, -78.87011,
42.92218, -78.87013,
42.92220, -78.87015,
42.92222, -78.87018,
42.92224, -78.87020,
42.92226, -78.87022,
42.92228, -78.87025,
42.92230, -78.87027,
42.92231, -78.87030,
42.92232, -78.87032,
42.92234, -78.87034,
42.92236, -78.87036,
42.92238, -78.87038,
42.92240, -78.87040,
42.92242, -78.87042,
42.92243, -78.87043,
42.92246, -78.87046,
42.92247, -78.87047,
42.92250, -78.87050,
42.92252, -78.87052,
42.92254, -78.87055,
42.92256, -78.87057,
42.92259, -78.87059,
42.92260, -78.87061,
42.92262, -78.87063,
42.92265, -78.87065,
42.92267, -78.87068,
42.92270, -78.87070,
42.92272, -78.87073,
42.92273, -78.87075,
42.92275, -78.87077,
42.92277, -78.87079,
42.92279, -78.87082,
42.92280, -78.87084,
42.92282, -78.87086,
42.92283, -78.87089,
42.92285, -78.87091,
42.92287, -78.87092,
42.92289, -78.87094,
42.92290, -78.87096,
42.92292, -78.87098,
42.92293, -78.87101,
42.92295, -78.87104,
42.92298, -78.87106,
42.92300, -78.87108,
42.92302, -78.87111,
42.92304, -78.87113,
42.92307, -78.87114,
42.92310, -78.87116,
42.92312, -78.87118,
42.92314, -78.87121,
42.92316, -78.87123,
42.92317, -78.87125,
42.92319, -78.87127,
42.92321, -78.87129,
42.92323, -78.87131,
42.92325, -78.87134,
42.92326, -78.87136,
42.92328, -78.87138,
42.92330, -78.87141,
42.92332, -78.87143,
42.92333, -78.87146,
42.92336, -78.87148,
42.92338, -78.87149,
42.92340, -78.87151,
42.92342, -78.87154,
42.92344, -78.87155,
42.92346, -78.87158,
42.92348, -78.87160,
42.92350, -78.87163,
42.92351, -78.87165,
42.92352, -78.87167,
42.92354, -78.87170,
42.92356, -78.87172,
42.92358, -78.87175,
42.92360, -78.87177,
42.92361, -78.87179,
42.92362, -78.87181,
42.92364, -78.87182,
42.92366, -78.87184,
42.92368, -78.87186,
42.92370, -78.87187,
42.92372, -78.87189,
42.92373, -78.87192,
42.92374, -78.87195,
42.92376, -78.87198,
42.92378, -78.87200,
42.92381, -78.87202,
42.92383, -78.87205,
42.92384, -78.87207,
42.92387, -78.87209,
42.92389, -78.87210,
42.92391, -78.87213,
42.92393, -78.87215,
42.92395, -78.87217,
42.92397, -78.87220,
42.92399, -78.87222,
42.92402, -78.87224,
42.92404, -78.87226,
42.92407, -78.87228,
42.92408, -78.87230,
42.92409, -78.87232,
42.92411, -78.87234,
42.92414, -78.87236,
42.92416, -78.87238,
42.92418, -78.87241,
42.92420, -78.87242,
42.92421, -78.87244,
42.92423, -78.87247,
42.92425, -78.87249,
42.92426, -78.87251,
42.92427, -78.87253,
42.92429, -78.87255,
42.92430, -78.87258,
42.92431, -78.87260,
42.92434, -78.87262,
42.92435, -78.87263,
42.92438, -78.87264,
42.92439, -78.87266,
42.92442, -78.87268,
42.92444, -78.87270,
