reclat,reclon
42.93246, -78.87209,
42.93245, -78.87205,
42.93245, -78.87201,
42.93244, -78.87198,
42.93242, -78.87194,
42.93242, -78.87191,
42.93241, -78.87188,
42.93239, -78.87185,
42.93237, -78.87181,
42.93235, -78.87180,
42.93232, -78.87181,
42.93229, -78.87183,
42.93227, -78.87186,
42.93226, -78.87188,
42.93226, -78.87191,
42.93227, -78.87194,
42.93227, -78.87198,
42.93228, -78.87202,
42.93228, -78.87205,
42.93228, -78.87208,
42.93228, -78.87211,
42.93228, -78.87214,
42.93226, -78.87217,
42.93225, -78.87221,
42.93224, -78.87224,
42.93223, -78.87227,
42.93221, -78.87230,
42.93221, -78.87232,
42.93220, -78.87235,
42.93219, -78.87238,
42.93218, -78.87241,
42.93216, -78.87245,
42.93215, -78.87248,
42.93213, -78.87250,
42.93211, -78.87253,
42.93209, -78.87256,
42.93208, -78.87258,
42.93206, -78.87260,
42.93204, -78.87262,
42.93202, -78.87265,
42.93200, -78.87268,
42.93199, -78.87271,
42.93199, -78.87275,
42.93199, -78.87279,
42.93199, -78.87283,
42.93199, -78.87287,
42.93199, -78.87290,
42.93199, -78.87293,
42.93199, -78.87296,
42.93198, -78.87299,
42.93198, -78.87302,
42.93197, -78.87305,
42.93196, -78.87308,
42.93195, -78.87312,
42.93195, -78.87315,
42.93194, -78.87318,
42.93193, -78.87322,
42.93193, -78.87325,
42.93193, -78.87328,
42.93193, -78.87330,
42.93193, -78.87333,
42.93193, -78.87336,
42.93193, -78.87339,
42.93192, -78.87341,
42.93191, -78.87344,
42.93190, -78.87347,
42.93189, -78.87350,
42.93188, -78.87353,
42.93186, -78.87356,
42.93184, -78.87359,
42.93183, -78.87362,
42.93181, -78.87364,
42.93178, -78.87364,
42.93175, -78.87363,
42.93173, -78.87362,
42.93171, -78.87362,
42.93169, -78.87361,
42.93167, -78.87360,
42.93164, -78.87360,
42.93161, -78.87360,
42.93158, -78.87360,
42.93156, -78.87360,
42.93153, -78.87360,
42.93151, -78.87360,
42.93149, -78.87360,
42.93147, -78.87360,
42.93144, -78.87360,
42.93141, -78.87360,
42.93138, -78.87361,
42.93135, -78.87361,
42.93133, -78.87361,
42.93131, -78.87363,
42.93129, -78.87364,
42.93127, -78.87367,
42.93125, -78.87368,
42.93121, -78.87369,
42.93119, -78.87369,
42.93116, -78.87370,
42.93113, -78.87369,
42.93111, -78.87368,
42.93108, -78.87368,
42.93105, -78.87368,
42.93102, -78.87368,
42.93099, -78.87369,
42.93096, -78.87369,
42.93094, -78.87369,
42.93092, -78.87368,
42.93089, -78.87368,
42.93087, -78.87367,
42.93084, -78.87367,
42.93081, -78.87368,
42.93078, -78.87369,
42.93076, -78.87369,
42.93073, -78.87370,
42.93070, -78.87370,
42.93067, -78.87369,
42.93065, -78.87369,
42.93062, -78.87369,
42.93059, -78.87369,
42.93057, -78.87369,
42.93054, -78.87369,
42.93051, -78.87369,
42.93048, -78.87370,
42.93046, -78.87370,
42.93043, -78.87370,
42.93040, -78.87369,
42.93038, -78.87370,
42.93035, -78.87369,
42.93033, -78.87369,
42.93030, -78.87368,
42.93028, -78.87367,
42.93026, -78.87367,
42.93023, -78.87367,
42.93020, -78.87368,
42.93017, -78.87369,
42.93015, -78.87369,
42.93012, -78.87368,
42.93010, -78.87367,
42.93007, -78.87366,
42.93005, -78.87365,
42.93001, -78.87364,
42.92998, -78.87364,
42.92995, -78.87365,
42.92992, -78.87365,
42.92989, -78.87365,
42.92987, -78.87366,
42.92985, -78.87366,
42.92982, -78.87367,
42.92985, -78.87368,
42.92987, -78.87369,
42.92988, -78.87372,
42.92988, -78.87376,
42.92986, -78.87380,
42.92983, -78.87382,
42.92972, -78.87380,
42.92966, -78.87380,
42.92959, -78.87381,
42.92950, -78.87381,
42.92941, -78.87380,
42.92931, -78.87380,
42.92920, -78.87381,
42.92909, -78.87380,
42.92898, -78.87381,
42.92888, -78.87380,
42.92878, -78.87380,
42.92868, -78.87380,
42.92859, -78.87379,
42.92850, -78.87379,
42.92842, -78.87379,
42.92834, -78.87380,
42.92827, -78.87380,
42.92822, -78.87380,
42.92817, -78.87382,
42.92815, -78.87381,
42.92812, -78.87384,
42.92809, -78.87385,
42.92806, -78.87388,
42.92803, -78.87394,
42.92801, -78.87402,
42.92798, -78.87400,
42.92798, -78.87421,
42.92798, -78.87433,
42.92797, -78.87445,
42.92797, -78.87457,
42.92797, -78.87470,
42.92797, -78.87483,
42.92796, -78.87495,
42.92796, -78.87509,
42.92796, -78.87521,
42.92796, -78.87534,
42.92796, -78.87546,
42.92795, -78.87558,
42.92795, -78.87568,
42.92795, -78.87581,
42.92795, -78.87591,
42.92795, -78.87600,
42.92794, -78.87609,
42.92794, -78.87617,
42.92794, -78.87624,
42.92794, -78.87632,
42.92794, -78.87639,
42.92799, -78.87647,
42.92799, -78.87655,
42.92799, -78.87662,
42.92799, -78.87668,
42.92799, -78.87675,
42.92793, -78.87675,
42.92798, -78.87691,
42.92797, -78.87700,
42.92796, -78.87709,
42.92795, -78.87719,
42.92792, -78.87729,
42.92791, -78.87741,
42.92791, -78.87754,
42.92791, -78.87768,
42.92790, -78.87782,
42.92790, -78.87796,
42.92790, -78.87811,
42.92790, -78.87826,
42.92789, -78.87841,
42.92789, -78.87850,
42.92789, -78.87873,
42.92788, -78.87889,
42.92788, -78.87905,
42.92788, -78.87922,
42.92788, -78.87938,
42.92787, -78.87953,
42.92787, -78.87969,
42.92787, -78.87986,
42.92786, -78.88002,
42.92786, -78.88019,
42.92786, -78.88036,
42.92785, -78.88053,
42.92785, -78.88071,
42.92785, -78.88089,
42.92785, -78.88095,
42.92785, -78.88123,
42.92785, -78.88141,
42.92785, -78.88159,
42.92784, -78.88167,
42.92784, -78.88195,
42.92784, -78.88213,
42.92783, -78.88230,
42.92783, -78.88248,
42.92783, -78.88265,
42.92783, -78.88280,
42.92783, -78.88295,
42.92782, -78.88308,
42.92782, -78.88320,
42.92782, -78.88330,
42.92782, -78.88337,
42.92782, -78.88341,
42.92782, -78.88343,
42.92782, -78.88348,
42.92776, -78.88349,
42.92772, -78.88349,
42.92768, -78.88349,
42.92763, -78.88349,
42.92757, -78.88349,
42.92751, -78.88349,
42.92746, -78.88349,
42.92741, -78.88349,
42.92737, -78.88349,
42.92732, -78.88348,
42.92728, -78.88348,
42.92725, -78.88348,
42.92727, -78.88348,
42.92730, -78.88348,
42.92732, -78.88348,
42.92734, -78.88349,
42.92735, -78.88350,
42.92738, -78.88350,
42.92740, -78.88353,
42.92742, -78.88356,
42.92743, -78.88358,
42.92745, -78.88361,
42.92748, -78.88362,
42.92750, -78.88361,
42.92752, -78.88364,
42.92750, -78.88367,
42.92748, -78.88367,
42.92746, -78.88367,
42.92745, -78.88369,
42.92745, -78.88372,
42.92747, -78.88372,
42.92746, -78.88374,
42.92746, -78.88370,
42.92743, -78.88374,
42.92741, -78.88375,
42.92744, -78.88374,
42.92746, -78.88373,
42.92745, -78.88376,
42.92744, -78.88374,
42.92745, -78.88373,
42.92748, -78.88372,
42.92749, -78.88374,
42.92748, -78.88372,
42.92748, -78.88372,
42.92751, -78.88372,
42.92753, -78.88374,
42.92751, -78.88375,
42.92750, -78.88375,
42.92748, -78.88373,
42.92749, -78.88370,
42.92749, -78.88373,
42.92747, -78.88375,
42.92746, -78.88373,
42.92749, -78.88372,
42.92750, -78.88376,
42.92751, -78.88378,
42.92754, -78.88375,
42.92754, -78.88372,
42.92753, -78.88370,
42.92750, -78.88371,
42.92748, -78.88372,
42.92747, -78.88375,
42.92749, -78.88376,
42.92746, -78.88374,
42.92744, -78.88375,
42.92745, -78.88378,
42.92747, -78.88378,
42.92748, -78.88379,
42.92749, -78.88380,
42.92750, -78.88377,
42.92748, -78.88375,
42.92748, -78.88373,
42.92746, -78.88374,
42.92745, -78.88375,
42.92747, -78.88375,
42.92747, -78.88377,
42.92749, -78.88378,
42.92751, -78.88380,
42.92751, -78.88379,
42.92749, -78.88377,
42.92746, -78.88377,
42.92744, -78.88378,
42.92747, -78.88378,
42.92749, -78.88377,
42.92746, -78.88376,
42.92749, -78.88377,
42.92749, -78.88376,
42.92752, -78.88376,
42.92749, -78.88375,
42.92747, -78.88376,
42.92745, -78.88373,
42.92744, -78.88376,
42.92741, -78.88377,
42.92743, -78.88378,
42.92742, -78.88381,
42.92740, -78.88383,
42.92742, -78.88381,
42.92744, -78.88379,
42.92746, -78.88379,
42.92748, -78.88376,
42.92747, -78.88373,
42.92748, -78.88371,
42.92750, -78.88372,
42.92748, -78.88373,
42.92744, -78.88376,
42.92743, -78.88374,
42.92746, -78.88375,
42.92749, -78.88373,
42.92752, -78.88372,
42.92753, -78.88373,
42.92751, -78.88375,
42.92750, -78.88377,
42.92750, -78.88381,
42.92743, -78.88379,
42.92745, -78.88377,
42.92747, -78.88379,
42.92749, -78.88376,
42.92746, -78.88378,
42.92748, -78.88378,
42.92749, -78.88378,
42.92751, -78.88378,
42.92749, -78.88377,
42.92753, -78.88375,
42.92755, -78.88374,
42.92752, -78.88376,
42.92750, -78.88377,
42.92747, -78.88379,
42.92749, -78.88377,
42.92749, -78.88374,
42.92746, -78.88374,
42.92744, -78.88374,
42.92741, -78.88375,
42.92741, -78.88375,
42.92743, -78.88376,
42.92744, -78.88378,
42.92743, -78.88376,
42.92740, -78.88377,
42.92737, -78.88377,
42.92740, -78.88377,
42.92742, -78.88378,
42.92744, -78.88377,
42.92746, -78.88374,
42.92744, -78.88375,
42.92744, -78.88373,
42.92741, -78.88372,
42.92740, -78.88372,
42.92741, -78.88373,
42.92742, -78.88374,
42.92743, -78.88376,
42.92745, -78.88375,
42.92745, -78.88378,
42.92743, -78.88377,
42.92740, -78.88379,
42.92743, -78.88377,
42.92745, -78.88379,
42.92748, -78.88380,
42.92746, -78.88381,
42.92743, -78.88378,
42.92741, -78.88376,
42.92743, -78.88377,
42.92747, -78.88379,
42.92749, -78.88378,
42.92747, -78.88380,
42.92745, -78.88379,
42.92746, -78.88377,
42.92748, -78.88376,
42.92750, -78.88375,
42.92750, -78.88372,
42.92753, -78.88374,
42.92751, -78.88373,
42.92748, -78.88373,
42.92749, -78.88375,
42.92750, -78.88377,
42.92751, -78.88375,
42.92748, -78.88371,
42.92746, -78.88369,
42.92744, -78.88367,
42.92747, -78.88369,
42.92748, -78.88373,
42.92749, -78.88371,
42.92754, -78.88369,
42.92754, -78.88372,
42.92749, -78.88374,
42.92746, -78.88373,
42.92749, -78.88374,
42.92747, -78.88373,
42.92745, -78.88374,
42.92743, -78.88375,
42.92744, -78.88380,
42.92745, -78.88382,
42.92744, -78.88379,
42.92744, -78.88377,
42.92744, -78.88380,
42.92746, -78.88383,
42.92748, -78.88382,
42.92747, -78.88380,
42.92749, -78.88381,
42.92747, -78.88379,
42.92746, -78.88377,
42.92749, -78.88377,
42.92748, -78.88379,
42.92751, -78.88378,
42.92753, -78.88378,
42.92752, -78.88376,
42.92750, -78.88376,
42.92748, -78.88374,
42.92747, -78.88370,
42.92749, -78.88372,
42.92750, -78.88372,
42.92750, -78.88375,
42.92748, -78.88377,
42.92750, -78.88379,
42.92749, -78.88383,
42.92750, -78.88381,
42.92749, -78.88379,
42.92748, -78.88379,
42.92746, -78.88381,
42.92744, -78.88381,
42.92746, -78.88382,
42.92747, -78.88380,
42.92749, -78.88379,
42.92748, -78.88377,
42.92746, -78.88374,
42.92743, -78.88370,
42.92743, -78.88367,
42.92742, -78.88365,
42.92742, -78.88361,
42.92744, -78.88359,
42.92748, -78.88358,
42.92751, -78.88359,
42.92754, -78.88359,
42.92754, -78.88366,
42.92753, -78.88369,
42.92753, -78.88373,
42.92753, -78.88376,
42.92752, -78.88373,
42.92751, -78.88371,
42.92750, -78.88369,
42.92748, -78.88370,
42.92747, -78.88371,
42.92748, -78.88374,
42.92749, -78.88377,
42.92748, -78.88379,
42.92747, -78.88377,
42.92746, -78.88374,
42.92746, -78.88371,
42.92748, -78.88371,
42.92749, -78.88375,
42.92748, -78.88377,
42.92749, -78.88378,
42.92749, -78.88381,
42.92748, -78.88381,
42.92751, -78.88383,
42.92752, -78.88385,
42.92750, -78.88383,
42.92747, -78.88382,
42.92745, -78.88380,
42.92747, -78.88380,
42.92749, -78.88384,
42.92752, -78.88385,
42.92751, -78.88384,
42.92751, -78.88381,
42.92748, -78.88381,
42.92747, -78.88384,
42.92746, -78.88386,
42.92748, -78.88385,
42.92749, -78.88382,
42.92749, -78.88379,
42.92750, -78.88381,
42.92748, -78.88378,
42.92749, -78.88376,
42.92748, -78.88374,
42.92746, -78.88372,
42.92743, -78.88374,
42.92743, -78.88378,
42.92743, -78.88381,
42.92745, -78.88378,
42.92747, -78.88378,
42.92749, -78.88379,
42.92749, -78.88382,
42.92749, -78.88385,
42.92747, -78.88383,
42.92747, -78.88379,
42.92749, -78.88380,
42.92748, -78.88377,
42.92746, -78.88379,
42.92747, -78.88381,
42.92747, -78.88378,
42.92748, -78.88376,
42.92746, -78.88375,
42.92744, -78.88378,
42.92742, -78.88381,
42.92745, -78.88382,
42.92747, -78.88380,
42.92747, -78.88377,
42.92746, -78.88375,
42.92748, -78.88376,
42.92749, -78.88377,
42.92749, -78.88380,
42.92747, -78.88379,
42.92749, -78.88381,
42.92752, -78.88383,
42.92755, -78.88385,
42.92755, -78.88388,
42.92753, -78.88386,
42.92750, -78.88382,
42.92749, -78.88380,
42.92747, -78.88379,
42.92747, -78.88376,
42.92749, -78.88377,
42.92747, -78.88375,
42.92746, -78.88372,
42.92747, -78.88370,
42.92746, -78.88366,
42.92745, -78.88369,
42.92745, -78.88372,
42.92747, -78.88374,
42.92748, -78.88378,
42.92747, -78.88382,
42.92747, -78.88380,
42.92747, -78.88376,
42.92749, -78.88374,
42.92749, -78.88374,
42.92748, -78.88376,
42.92747, -78.88378,
42.92745, -78.88380,
42.92745, -78.88377,
42.92744, -78.88375,
42.92745, -78.88372,
42.92746, -78.88369,
42.92748, -78.88372,
42.92749, -78.88374,
42.92748, -78.88375,
42.92746, -78.88376,
42.92744, -78.88374,
42.92745, -78.88376,
42.92747, -78.88377,
42.92749, -78.88375,
42.92747, -78.88374,
42.92749, -78.88374,
42.92751, -78.88375,
42.92750, -78.88373,
42.92751, -78.88370,
42.92750, -78.88368,
42.92748, -78.88366,
42.92750, -78.88368,
42.92749, -78.88372,
42.92749, -78.88372,
42.92747, -78.88369,
42.92746, -78.88366,
42.92745, -78.88368,
42.92745, -78.88371,
42.92746, -78.88373,
42.92748, -78.88373,
42.92749, -78.88376,
42.92747, -78.88377,
42.92748, -78.88379,
42.92749, -78.88379,
42.92747, -78.88378,
42.92745, -78.88376,
42.92747, -78.88377,
42.92748, -78.88376,
42.92749, -78.88375,
42.92751, -78.88373,
42.92749, -78.88373,
42.92750, -78.88375,
42.92751, -78.88377,
42.92750, -78.88379,
42.92752, -78.88377,
42.92749, -78.88375,
42.92751, -78.88375,
42.92749, -78.88376,
42.92749, -78.88381,
42.92751, -78.88379,
42.92750, -78.88377,
42.92750, -78.88375,
42.92752, -78.88376,
42.92755, -78.88372,
42.92750, -78.88372,
42.92753, -78.88369,
42.92755, -78.88368,
42.92756, -78.88366,
42.92753, -78.88370,
42.92749, -78.88374,
42.92750, -78.88375,
42.92751, -78.88373,
42.92753, -78.88371,
42.92754, -78.88370,
42.92754, -78.88373,
42.92752, -78.88374,
42.92750, -78.88374,
42.92748, -78.88377,
42.92750, -78.88376,
42.92748, -78.88375,
42.92748, -78.88378,
42.92749, -78.88380,
42.92747, -78.88378,
42.92748, -78.88376,
42.92745, -78.88370,
42.92745, -78.88368,
42.92747, -78.88367,
42.92747, -78.88370,
42.92747, -78.88367,
42.92748, -78.88365,
42.92746, -78.88363,
42.92745, -78.88360,
42.92743, -78.88358,
42.92743, -78.88355,
42.92745, -78.88356,
42.92743, -78.88357,
42.92744, -78.88359,
42.92746, -78.88361,
42.92747, -78.88364,
42.92746, -78.88366,
42.92746, -78.88364,
42.92746, -78.88366,
42.92747, -78.88368,
42.92749, -78.88369,
42.92749, -78.88372,
42.92751, -78.88373,
42.92749, -78.88374,
42.92747, -78.88374,
42.92746, -78.88371,
42.92744, -78.88372,
42.92742, -78.88374,
42.92741, -78.88376,
42.92742, -78.88376,
42.92745, -78.88375,
42.92745, -78.88375,
42.92746, -78.88376,
42.92749, -78.88376,
42.92749, -78.88376,
42.92748, -78.88374,
42.92745, -78.88374,
42.92744, -78.88376,
42.92743, -78.88379,
42.92744, -78.88377,
42.92748, -78.88378,
42.92750, -78.88380,
42.92752, -78.88379,
42.92753, -78.88376,
42.92750, -78.88375,
42.92749, -78.88376,
42.92750, -78.88373,
42.92749, -78.88375,
42.92750, -78.88377,
42.92748, -78.88377,
42.92746, -78.88377,
42.92744, -78.88378,
42.92747, -78.88374,
42.92746, -78.88374,
42.92748, -78.88373,
42.92749, -78.88373,
42.92749, -78.88373,
42.92750, -78.88372,
42.92752, -78.88373,
42.92751, -78.88373,
42.92750, -78.88376,
42.92750, -78.88376,
42.92752, -78.88375,
42.92752, -78.88373,
42.92754, -78.88369,
42.92755, -78.88365,
42.92754, -78.88370,
42.92753, -78.88372,
42.92751, -78.88374,
42.92753, -78.88376,
42.92757, -78.88376,
42.92760, -78.88375,
42.92761, -78.88376,
42.92760, -78.88377,
42.92757, -78.88377,
42.92753, -78.88377,
42.92753, -78.88377,
42.92751, -78.88378,
42.92749, -78.88381,
42.92747, -78.88381,
42.92746, -78.88380,
42.92749, -78.88378,
42.92747, -78.88377,
42.92748, -78.88373,
42.92750, -78.88376,
42.92750, -78.88376,
42.92749, -78.88375,
42.92751, -78.88373,
42.92752, -78.88371,
42.92752, -78.88368,
42.92755, -78.88368,
42.92756, -78.88367,
42.92758, -78.88364,
42.92758, -78.88364,
42.92760, -78.88364,
42.92762, -78.88368,
42.92763, -78.88370,
42.92764, -78.88372,
42.92767, -78.88374,
42.92769, -78.88374,
42.92771, -78.88375,
42.92775, -78.88375,
42.92779, -78.88376,
42.92782, -78.88376,
42.92784, -78.88377,
42.92787, -78.88377,
42.92768, -78.88375,
42.92769, -78.88373,
42.92763, -78.88374,
42.92760, -78.88374,
42.92758, -78.88370,
42.92757, -78.88367,
42.92760, -78.88365,
42.92761, -78.88363,
42.92763, -78.88361,
42.92767, -78.88362,
42.92769, -78.88363,
42.92767, -78.88369,
42.92764, -78.88368,
42.92760, -78.88366,
42.92758, -78.88371,
42.92757, -78.88372,
42.92759, -78.88370,
42.92760, -78.88367,
42.92761, -78.88364,
42.92759, -78.88363,
42.92758, -78.88360,
42.92756, -78.88363,
42.92754, -78.88367,
42.92755, -78.88365,
42.92757, -78.88362,
42.92759, -78.88363,
42.92761, -78.88361,
42.92757, -78.88366,
42.92753, -78.88371,
42.92752, -78.88373,
42.92755, -78.88373,
42.92755, -78.88370,
42.92752, -78.88374,
42.92750, -78.88373,
42.92748, -78.88373,
42.92746, -78.88375,
42.92748, -78.88378,
42.92750, -78.88378,
42.92752, -78.88379,
42.92750, -78.88379,
42.92748, -78.88377,
42.92748, -78.88377,
42.92747, -78.88379,
42.92748, -78.88377,
42.92749, -78.88377,
42.92751, -78.88378,
42.92749, -78.88381,
42.92749, -78.88384,
42.92747, -78.88382,
42.92747, -78.88379,
42.92748, -78.88377,
42.92748, -78.88377,
42.92748, -78.88377,
42.92749, -78.88375,
42.92750, -78.88375,
42.92752, -78.88375,
42.92750, -78.88375,
42.92748, -78.88374,
42.92748, -78.88377,
42.92747, -78.88380,
42.92751, -78.88378,
42.92752, -78.88380,
42.92749, -78.88381,
42.92747, -78.88382,
42.92745, -78.88380,
42.92744, -78.88378,
42.92747, -78.88377,
42.92748, -78.88374,
42.92750, -78.88374,
42.92752, -78.88372,
42.92753, -78.88369,
42.92752, -78.88367,
42.92752, -78.88365,
42.92752, -78.88361,
42.92750, -78.88359,
42.92746, -78.88358,
42.92744, -78.88357,
42.92742, -78.88357,
42.92740, -78.88356,
42.92738, -78.88356,
42.92736, -78.88355,
42.92734, -78.88354,
42.92732, -78.88353,
42.92730, -78.88350,
42.92728, -78.88349,
42.92726, -78.88348,
42.92724, -78.88349,
42.92722, -78.88351,
42.92718, -78.88353,
42.92714, -78.88353,
42.92708, -78.88354,
42.92701, -78.88354,
42.92693, -78.88353,
42.92685, -78.88353,
42.92676, -78.88353,
42.92668, -78.88353,
42.92660, -78.88352,
42.92650, -78.88353,
42.92643, -78.88354,
42.92635, -78.88355,
42.92626, -78.88354,
42.92619, -78.88355,
42.92613, -78.88345,
42.92608, -78.88345,
42.92605, -78.88345,
42.92602, -78.88345,
42.92597, -78.88362,
42.92597, -78.88370,
42.92597, -78.88375,
42.92597, -78.88383,
42.92597, -78.88394,
42.92597, -78.88404,
42.92597, -78.88414,
42.92596, -78.88426,
42.92596, -78.88433,
42.92596, -78.88445,
42.92596, -78.88452,
42.92596, -78.88460,
42.92595, -78.88465,
42.92595, -78.88468,
42.92605, -78.88468,
42.92610, -78.88468,
42.92614, -78.88468,
42.92623, -78.88468,
42.92630, -78.88469,
42.92638, -78.88469,
42.92647, -78.88469,
42.92656, -78.88469,
42.92664, -78.88469,
42.92674, -78.88470,
42.92684, -78.88470,
42.92694, -78.88470,
42.92704, -78.88471,
42.92714, -78.88471,
42.92724, -78.88471,
42.92735, -78.88471,
42.92743, -78.88472,
42.92752, -78.88472,
42.92759, -78.88472,
42.92763, -78.88472,
42.92769, -78.88472,
42.92773, -78.88472,
42.92777, -78.88472,
42.92780, -78.88462,
42.92780, -78.88454,
42.92780, -78.88442,
42.92781, -78.88428,
42.92781, -78.88412,
42.92781, -78.88396,
42.92781, -78.88379,
42.92782, -78.88361,
42.92782, -78.88350,
42.92782, -78.88322,
42.92783, -78.88303,
42.92783, -78.88283,
42.92783, -78.88263,
42.92783, -78.88244,
42.92783, -78.88227,
42.92784, -78.88204,
42.92784, -78.88184,
42.92784, -78.88169,
42.92785, -78.88145,
42.92785, -78.88127,
42.92786, -78.88111,
42.92785, -78.88097,
42.92785, -78.88074,
42.92785, -78.88058,
42.92786, -78.88041,
42.92786, -78.88025,
42.92786, -78.88009,
42.92787, -78.87992,
42.92787, -78.87977,
42.92787, -78.87960,
42.92787, -78.87945,
42.92788, -78.87928,
42.92788, -78.87911,
42.92788, -78.87894,
42.92789, -78.87878,
42.92789, -78.87863,
42.92789, -78.87852,
42.92789, -78.87834,
42.92790, -78.87818,
42.92790, -78.87804,
42.92790, -78.87791,
42.92790, -78.87782,
42.92790, -78.87775,
42.92790, -78.87771,
42.92791, -78.87764,
42.92791, -78.87756,
42.92791, -78.87747,
42.92791, -78.87737,
42.92792, -78.87727,
42.92792, -78.87716,
42.92792, -78.87704,
42.92793, -78.87693,
42.92801, -78.87681,
42.92801, -78.87668,
42.92802, -78.87656,
42.92801, -78.87643,
42.92801, -78.87630,
42.92794, -78.87615,
42.92795, -78.87602,
42.92795, -78.87591,
42.92795, -78.87576,
42.92795, -78.87568,
42.92796, -78.87544,
42.92796, -78.87530,
42.92796, -78.87514,
42.92796, -78.87499,
42.92797, -78.87486,
42.92797, -78.87473,
42.92797, -78.87463,
42.92797, -78.87454,
42.92797, -78.87446,
42.92797, -78.87443,
42.92797, -78.87438,
42.92798, -78.87434,
42.92798, -78.87431,
42.92798, -78.87428,
42.92798, -78.87425,
42.92798, -78.87419,
42.92798, -78.87415,
42.92798, -78.87410,
42.92798, -78.87405,
42.92798, -78.87402,
42.92799, -78.87383,
42.92811, -78.87385,
42.92815, -78.87381,
42.92825, -78.87380,
42.92837, -78.87382,
42.92848, -78.87383,
42.92858, -78.87383,
42.92868, -78.87380,
42.92882, -78.87377,
42.92895, -78.87376,
42.92907, -78.87375,
42.92919, -78.87372,
42.92930, -78.87375,
42.92939, -78.87375,
42.92948, -78.87375,
42.92956, -78.87375,
42.92963, -78.87375,
42.92968, -78.87375,
42.92973, -78.87375,
42.92978, -78.87375,
42.92980, -78.87375,
42.92977, -78.87374,
42.92975, -78.87374,
42.92973, -78.87375,
42.92975, -78.87374,
42.92977, -78.87375,
42.92979, -78.87377,
42.92980, -78.87379,
42.92983, -78.87379,
42.92985, -78.87377,
42.92986, -78.87375,
42.92988, -78.87373,
42.92991, -78.87372,
42.92993, -78.87372,
42.92996, -78.87372,
42.92999, -78.87373,
42.93003, -78.87373,
42.93007, -78.87373,
42.93011, -78.87372,
42.93016, -78.87372,
42.93020, -78.87371,
42.93024, -78.87372,
42.93028, -78.87373,
42.93031, -78.87373,
42.93035, -78.87374,
42.93039, -78.87375,
42.93043, -78.87375,
42.93047, -78.87375,
42.93051, -78.87376,
42.93055, -78.87376,
42.93058, -78.87375,
42.93062, -78.87375,
42.93065, -78.87374,
42.93068, -78.87374,
42.93071, -78.87374,
42.93075, -78.87373,
42.93079, -78.87373,
42.93083, -78.87373,
42.93087, -78.87373,
42.93090, -78.87374,
42.93094, -78.87374,
42.93097, -78.87374,
42.93101, -78.87374,
42.93105, -78.87374,
42.93109, -78.87374,
42.93113, -78.87374,
42.93118, -78.87375,
42.93122, -78.87375,
42.93126, -78.87375,
42.93130, -78.87375,
42.93134, -78.87376,
42.93138, -78.87377,
42.93142, -78.87378,
42.93147, -78.87379,
42.93151, -78.87381,
42.93155, -78.87382,
42.93159, -78.87385,
42.93163, -78.87387,
42.93166, -78.87389,
42.93169, -78.87392,
42.93172, -78.87395,
42.93175, -78.87398,
42.93179, -78.87401,
42.93182, -78.87405,
42.93184, -78.87408,
42.93187, -78.87411,
42.93190, -78.87414,
42.93193, -78.87418,
42.93196, -78.87421,
42.93199, -78.87424,
42.93202, -78.87427,
42.93205, -78.87429,
42.93208, -78.87432,
42.93210, -78.87433,
42.93213, -78.87433,
42.93216, -78.87432,
42.93219, -78.87432,
42.93223, -78.87433,
42.93227, -78.87434,
42.93231, -78.87435,
42.93234, -78.87435,
42.93238, -78.87436,
42.93241, -78.87436,
42.93244, -78.87437,
42.93247, -78.87438,
42.93250, -78.87439,
42.93253, -78.87440,
42.93256, -78.87441,
42.93259, -78.87442,
42.93263, -78.87443,
42.93267, -78.87443,
42.93271, -78.87442,
42.93275, -78.87442,
42.93279, -78.87442,
42.93282, -78.87442,
42.93286, -78.87443,
42.93290, -78.87444,
42.93294, -78.87445,
42.93298, -78.87445,
42.93301, -78.87446,
42.93305, -78.87446,
42.93309, -78.87447,
42.93312, -78.87447,
42.93315, -78.87447,
42.93318, -78.87447,
42.93321, -78.87445,
42.93324, -78.87443,
42.93328, -78.87441,
42.93331, -78.87438,
42.93334, -78.87436,
42.93338, -78.87435,
42.93341, -78.87433,
42.93344, -78.87431,
42.93348, -78.87429,
42.93350, -78.87427,
42.93353, -78.87424,
42.93356, -78.87422,
42.93359, -78.87419,
42.93362, -78.87417,
42.93365, -78.87414,
42.93368, -78.87412,
42.93371, -78.87410,
42.93373, -78.87408,
42.93374, -78.87404,
42.93375, -78.87399,
42.93375, -78.87395,
42.93375, -78.87389,
42.93375, -78.87384,
42.93375, -78.87379,
42.93375, -78.87375,
42.93375, -78.87370,
42.93375, -78.87366,
42.93375, -78.87362,
42.93375, -78.87356,
42.93375, -78.87351,
42.93375, -78.87347,
42.93376, -78.87343,
42.93376, -78.87338,
42.93377, -78.87333,
42.93378, -78.87330,
42.93379, -78.87327,
42.93380, -78.87324,
42.93382, -78.87320,
42.93384, -78.87315,
42.93385, -78.87311,
42.93386, -78.87307,
42.93388, -78.87303,
42.93391, -78.87300,
42.93394, -78.87298,
42.93398, -78.87296,
42.93401, -78.87294,
42.93404, -78.87292,
42.93408, -78.87291,
42.93410, -78.87290,
42.93413, -78.87289,
42.93417, -78.87288,
42.93419, -78.87287,
42.93422, -78.87285,
42.93425, -78.87283,
42.93428, -78.87281,
42.93431, -78.87278,
42.93434, -78.87273,
42.93436, -78.87269,
42.93438, -78.87265,
