reclon,reclat,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.8498093561072,42.9268623562929,0,0,103,191.259075164795,2020/10/11 12:17:11+00,,,,,,,,,,,,,,,,,,,,,
-78.8498282153894,42.9268841492412,0,0,104,191.088298797607,2020/10/11 12:17:12+00,,,,,,,,,,,,,,,,,,,,,
-78.8498448115576,42.9269070318368,0,0,105,191.241558074951,2020/10/11 12:17:13+00,,,,,,,,,,,,,,,,,,,,,
-78.8498685323436,42.9269232508195,0,0,106,190.906902313232,2020/10/11 12:17:14+00,,,,,,,,,,,,,,,,,,,,,
-78.8498892356445,42.9269389668879,0,0,107,191.025371551514,2020/10/11 12:17:15+00,,,,,,,,,,,,,,,,,,,,,
-78.8499109447737,42.9269533418519,0,0,108,190.993816375732,2020/10/11 12:17:16+00,,,,,,,,,,,,,,,,,,,,,
-78.8499318995316,42.9269728297767,0,0,109,190.936016082764,2020/10/11 12:17:17+00,,,,,,,,,,,,,,,,,,,,,
-78.8499516808231,42.9269939940823,0,0,110,190.93119430542,2020/10/11 12:17:18+00,,,,,,,,,,,,,,,,,,,,,
-78.8499696180959,42.9270105064315,0,0,111,190.852519989014,2020/10/11 12:17:19+00,,,,,,,,,,,,,,,,,,,,,
-78.8499915786822,42.9270230373767,0,0,112,190.826641082764,2020/10/11 12:17:20+00,,,,,,,,,,,,,,,,,,,,,
-78.8500323147316,42.9270350234983,0,0,113,190.871685028076,2020/10/11 12:17:22+00,,,,,,,,,,,,,,,,,,,,,
-78.8500547782321,42.9270456685153,0,0,114,191.030498504639,2020/10/11 12:17:23+00,,,,,,,,,,,,,,,,,,,,,
-78.8500772417326,42.9270532541377,0,0,115,191.104961395264,2020/10/11 12:17:24+00,,,,,,,,,,,,,,,,,,,,,
-78.8501275331516,42.9270584090081,0,0,116,191.321147918701,2020/10/11 12:17:26+00,,,,,,,,,,,,,,,,,,,,,
-78.8501620665927,42.9270582832796,0,0,117,191.339275360107,2020/10/11 12:17:27+00,,,,,,,,,,,,,,,,,,,,,
-78.8502012938995,42.927061971317,0,0,118,191.50785446167,2020/10/11 12:17:28+00,,,,,,,,,,,,,,,,,,,,,
-78.8502411079396,42.9270691378442,0,0,119,191.574016571045,2020/10/11 12:17:29+00,,,,,,,,,,,,,,,,,,,,,
-78.8502820116271,42.9270809563277,0,0,120,191.617290496826,2020/10/11 12:17:30+00,,,,,,,,,,,,,,,,,,,,,
-78.8503197301913,42.9270967562151,0,0,121,191.781536102295,2020/10/11 12:17:31+00,,,,,,,,,,,,,,,,,,,,,
-78.8503527548898,42.9271172918779,0,0,122,191.97123336792,2020/10/11 12:17:32+00,,,,,,,,,,,,,,,,,,,,,
-78.8503841870267,42.9271393781928,0,0,123,191.887126922607,2020/10/11 12:17:33+00,,,,,,,,,,,,,,,,,,,,,
-78.850416624992,42.9271592013938,0,0,124,192.024761199951,2020/10/11 12:17:34+00,,,,,,,,,,,,,,,,,,,,,
-78.8504505716999,42.9271735763577,0,0,125,191.88676071167,2020/10/11 12:17:35+00,,,,,,,,,,,,,,,,,,,,,
-78.8504835963983,42.92718635876,0,0,126,191.803813934326,2020/10/11 12:17:36+00,,,,,,,,,,,,,,,,,,,,,
-78.8505183812965,42.9271972971437,0,0,127,191.758953094482,2020/10/11 12:17:37+00,,,,,,,,,,,,,,,,,,,,,
-78.8505452033867,42.9272106662792,0,0,128,191.489971160889,2020/10/11 12:17:38+00,,,,,,,,,,,,,,,,,,,,,
-78.8505670801539,42.9272266338048,0,0,129,191.407512664795,2020/10/11 12:17:39+00,,,,,,,,,,,,,,,,,,,,,
-78.8505876996357,42.9272451997203,0,0,130,191.255657196045,2020/10/11 12:17:40+00,,,,,,,,,,,,,,,,,,,,,
-78.8506081514795,42.9272673698542,0,0,131,191.458171844482,2020/10/11 12:17:41+00,,,,,,,,,,,,,,,,,,,,,
-78.8506255858381,42.9272905458165,0,0,132,191.440166473389,2020/10/11 12:17:42+00,,,,,,,,,,,,,,,,,,,,,
-78.8506510668237,42.9273142666024,0,0,133,191.498821258545,2020/10/11 12:17:43+00,,,,,,,,,,,,,,,,,,,,,
-78.8506798167516,42.9273391608549,0,0,134,191.466533660889,2020/10/11 12:17:44+00,,,,,,,,,,,,,,,,,,,,,
-78.8507084828604,42.9273602413413,0,0,135,191.595867156982,2020/10/11 12:17:45+00,,,,,,,,,,,,,,,,,,,,,
-78.85073362857,42.9273811541897,0,0,136,191.749614715576,2020/10/11 12:17:46+00,,,,,,,,,,,,,,,,,,,,,
-78.8507573493559,42.9274069704515,0,0,137,191.786540985107,2020/10/11 12:17:47+00,,,,,,,,,,,,,,,,,,,,,
-78.850783919989,42.9274272127477,0,0,138,191.695598602295,2020/10/11 12:17:48+00,,,,,,,,,,,,,,,,,,,,,
-78.8508144301165,42.9274461139393,0,0,139,191.820171356201,2020/10/11 12:17:49+00,,,,,,,,,,,,,,,,,,,,,
-78.8508513104905,42.9274633387503,0,0,140,191.971111297607,2020/10/11 12:17:50+00,,,,,,,,,,,,,,,,,,,,,
-78.8508789707709,42.9274805635614,0,0,141,192.222881317139,2020/10/11 12:17:51+00,,,,,,,,,,,,,,,,,,,,,
-78.8509011828144,42.9274990037483,0,0,142,192.424297332764,2020/10/11 12:17:52+00,,,,,,,,,,,,,,,,,,,,,
-78.8509254065145,42.9275180725781,0,0,143,192.336528778076,2020/10/11 12:17:53+00,,,,,,,,,,,,,,,,,,,,,
-78.8509489596624,42.9275330342752,0,0,144,192.356060028076,2020/10/11 12:17:54+00,,,,,,,,,,,,,,,,,,,,,
-78.8509762008477,42.9275435116542,0,0,145,192.181987762451,2020/10/11 12:17:55+00,,,,,,,,,,,,,,,,,,,,,
-78.8510055375088,42.9275541147617,0,0,146,192.35111618042,2020/10/11 12:17:56+00,,,,,,,,,,,,,,,,,,,,,
-78.8510522247095,42.9275657236976,0,0,147,192.111492156982,2020/10/11 12:17:58+00,,,,,,,,,,,,,,,,,,,,,
-78.8510860037793,42.9275697051016,0,0,148,192.100261688232,2020/10/11 12:17:59+00,,,,,,,,,,,,,,,,,,,,,
-78.8511254825432,42.9275701241967,0,0,149,192.188701629639,2020/10/11 12:18:00+00,,,,,,,,,,,,,,,,,,,,,
-78.8511631172885,42.9275692021874,0,0,150,192.234600067139,2020/10/11 12:18:01+00,,,,,,,,,,,,,,,,,,,,,
-78.8512021769572,42.9275705852014,0,0,151,192.050701141357,2020/10/11 12:18:02+00,,,,,,,,,,,,,,,,,,,,,
-78.8512434997399,42.9275741894198,0,0,152,192.032024383545,2020/10/11 12:18:03+00,,,,,,,,,,,,,,,,,,,,,
-78.8512830623228,42.9275784222809,0,0,153,192.13822555542,2020/10/11 12:18:04+00,,,,,,,,,,,,,,,,,,,,,
-78.8513252232958,42.9275855468986,0,0,154,191.833293914795,2020/10/11 12:18:05+00,,,,,,,,,,,,,,,,,,,,,
-78.8513678871829,42.9275940126208,0,0,155,191.793254852295,2020/10/11 12:18:06+00,,,,,,,,,,,,,,,,,,,,,
-78.8514057733853,42.9275912885023,0,0,156,191.436443328857,2020/10/11 12:18:07+00,,,,,,,,,,,,,,,,,,,,,
-78.851441983207,42.9275883129266,0,0,157,191.423442840576,2020/10/11 12:18:08+00,,,,,,,,,,,,,,,,,,,,,
-78.8514731638868,42.9275832837847,0,0,158,191.155376434326,2020/10/11 12:18:09+00,,,,,,,,,,,,,,,,,,,,,
-78.8514972199489,42.9275750695196,0,0,159,191.069072723389,2020/10/11 12:18:10+00,,,,,,,,,,,,,,,,,,,,,
-78.8515269757051,42.9275626643029,0,0,160,190.80179977417,2020/10/11 12:18:11+00,,,,,,,,,,,,,,,,,,,,,
-78.8515547198046,42.9275455652205,0,0,161,190.898784637451,2020/10/11 12:18:12+00,,,,,,,,,,,,,,,,,,,,,
-78.8515786082287,42.9275236465437,0,0,162,191.16898727417,2020/10/11 12:18:13+00,,,,,,,,,,,,,,,,,,,,,
-78.8516001497198,42.9274979560104,0,0,163,191.073955535889,2020/10/11 12:18:14+00,,,,,,,,,,,,,,,,,,,,,
-78.8516189251829,42.9274719721106,0,0,164,190.967571258545,2020/10/11 12:18:15+00,,,,,,,,,,,,,,,,,,,,,
-78.851627055629,42.9274406657023,0,0,165,191.142864227295,2020/10/11 12:18:16+00,,,,,,,,,,,,,,,,,,,,,
-78.8516338449706,42.9274100717557,0,0,166,191.158611297607,2020/10/11 12:18:17+00,,,,,,,,,,,,,,,,,,,,,
-78.8516499382247,42.9273826210228,0,0,167,191.156902313232,2020/10/11 12:18:18+00,,,,,,,,,,,,,,,,,,,,,
-78.8516763412197,42.9273556312946,0,0,168,191.12260055542,2020/10/11 12:18:19+00,,,,,,,,,,,,,,,,,,,,,
-78.8517040015001,42.9273293959377,0,0,169,190.803325653076,2020/10/11 12:18:20+00,,,,,,,,,,,,,,,,,,,,,
-78.8517279737432,42.9273048788709,0,0,170,190.748821258545,2020/10/11 12:18:21+00,,,,,,,,,,,,,,,,,,,,,
-78.8517496828724,42.9272764223096,0,0,171,190.412090301514,2020/10/11 12:18:22+00,,,,,,,,,,,,,,,,,,,,,
-78.8517721463729,42.9272547131804,0,0,172,190.252727508545,2020/10/11 12:18:23+00,,,,,,,,,,,,,,,,,,,,,
-78.8517972920824,42.9272345127938,0,0,173,190.227153778076,2020/10/11 12:18:24+00,,,,,,,,,,,,,,,,,,,,,
-78.8518287242193,42.9272154020545,0,0,174,190.360576629639,2020/10/11 12:18:25+00,,,,,,,,,,,,,,,,,,,,,
-78.8518580608804,42.9271960817677,0,0,175,190.556621551514,2020/10/11 12:18:26+00,,,,,,,,,,,,,,,,,,,,,
-78.8518864755322,42.9271790665043,0,0,176,190.120281219482,2020/10/11 12:18:27+00,,,,,,,,,,,,,,,,,,,,,
-78.8519110345085,42.9271615064171,0,0,177,190.350505828857,2020/10/11 12:18:28+00,,,,,,,,,,,,,,,,,,,,,
-78.8519365993131,42.92714134794,0,0,178,190.346965789795,2020/10/11 12:18:29+00,,,,,,,,,,,,,,,,,,,,,
-78.8519576378901,42.9271188844395,0,0,179,190.547283172607,2020/10/11 12:18:30+00,,,,,,,,,,,,,,,,,,,,,
-78.8519747369726,42.9270960856629,0,0,180,190.445720672607,2020/10/11 12:18:31+00,,,,,,,,,,,,,,,,,,,,,
-78.8519966137398,42.9270720296008,0,0,181,190.182781219482,2020/10/11 12:18:32+00,,,,,,,,,,,,,,,,,,,,,
-78.8520178199549,42.9270502366525,0,0,182,190.398784637451,2020/10/11 12:18:33+00,,,,,,,,,,,,,,,,,,,,,
-78.852033997028,42.9270315450085,0,0,183,190.436260223389,2020/10/11 12:18:34+00,,,,,,,,,,,,,,,,,,,,,
-78.8520543650527,42.9270088719604,0,0,184,190.631023406982,2020/10/11 12:18:35+00,,,,,,,,,,,,,,,,,,,,,
-78.8520726376016,42.9269838938889,0,0,185,190.940227508545,2020/10/11 12:18:36+00,,,,,,,,,,,,,,,,,,,,,
